city,Deidentified text,ask a genuine question,ask a rhetorical question,provide a fact or claim,provide an observation,express their opinion,express others opinions,money aid allocation,government critique,societal critique,solutions/interventions,personal interaction,media portrayal,not in my backyard,harmful generalization,deserving/undeserving,Racist
buffalo,"[ORGANIZATION], a rookie on [ORGANIZATION], was homeless as a child and pays tribute to the man who changed his life: his “big brother” PERSON1. They are telling the extraordinary bond between them. [URL]",0,0,3,0,0,2,0,0,0,1,1,2,0,0,0,0
buffalo,DATE0 - Kitchen open 10am-3pm serving lunch…[PERSON] w/ [PERSON]…Special - Buffalo Chicken Quesadilla.  [ORGANIZATION]!🍺,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
buffalo,$500k a freebie for [ORGANIZATION]. No wonder we get affordable housing built for our own people. [PERSON] allowed halal food for [ORGANIZATION]; call to prayer. They need to integrate like the last exodus of [ORGANIZATION] Refugees [URL],0,0,3,0,3,0,3,1,2,1,0,0,0,1,2,0
buffalo,[USER] I think he meant because [ORGANIZATION]’s homeless rate is much higher than [PERSON].,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
buffalo,[[ORGANIZATION]] ORG0 Whatever for this fan base to get attention. Maybe donate to the homeless in the [ORGANIZATION] area .,0,0,2,0,2,1,1,0,1,2,0,0,0,0,0,0
buffalo,"[USER] [USER] ORG0 [USER] [USER] [USER] [USER]
[USER] ORG1 [USER] [USER]
[USER] [USER]

YES YES YOU ALL KNOW ME

ALL HOMELESS IN GPE0 FUCK FACE FOR

20 DOLLAR IN SHELTER [USER] [USER] [USER]
[USER] [[ORGANIZATION];",0,0,1,1,2,0,1,0,0,0,0,0,0,3,1,0
buffalo,"More unites us than divides us:  We all want this city of neighborhoods to thrive. We want a world-class education for our children, healthy  food options, affordable housing, and a [STREET] we're proud to call home. 

That's why I'm running for mayor. 
[URL]",0,0,3,0,2,2,0,0,1,1,0,0,0,0,0,0
buffalo,".[USER]: [ORGANIZATION] is about to impose an unnecessary – and unfunded – mandate on every future new home buyer from [PERSON] to GPE2.
[URL]",0,0,3,0,2,0,1,2,0,0,0,0,0,0,0,0
buffalo,"Making a definite difference
[ORGANIZATION]: [ORGANIZATION] Distributes Thousands Of Gifts 

Also provides free DATE0 lasagna dinner for the homeless.

[URL] [URL]",0,0,3,0,1,0,2,0,0,2,0,0,0,0,0,0
buffalo,"The project includes housing for income-eligible seniors [ORGANIZATION], older adults with housing instability, income-eligible renters over [LOCATION] and people with physical disabilities.

 [URL]",0,0,3,0,0,0,1,0,0,3,0,0,0,0,1,0
buffalo,[USER] Dude picked [ORGANIZATION] bc a homeless guy told him to.,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
buffalo,Do you want real change?Help from the harsh cost of living.Making multinationals and billionaires pay tax.Stopping the big fish corrupting major Governments. Money for poor people. No more homelessness.Action on high rents. No more poverty.White Buffalo [ORGANIZATION] [URL],1,2,3,0,2,0,2,2,1,2,0,0,0,1,1,1
baltimore,"🗞️WBHP #BreakingNEWS 📰 

🫱🏾‍🫲🏻 Welcome Back Home Project

⚖️ Let’s Change #Baltimore 🏠 

🫱🏻‍🫲🏿Need a Job? Follow [USER]

🫱🏻‍🫲🏿 🫱🏻‍🫲🏼🤝🏻🇺[PERSON]🫱🏾‍🫲🏻🫱🏿‍🫲🏻🇺[PERSON]🫱🏿‍🫲🏾🫱🏿‍🫲🏽🇺[PERSON]🎓🔑
#wbhp #[PERSON] #[PERSON] #WWJD #Repair🇺[PERSON] #HomeSweetHome #[PERSON] #Democrats #SuperBowl #DATE0 #WednesdayMotivation #X #hgsm [URL]",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
baltimore,"[ORGANIZATION] sentenced in killings of deaf cellmate at [ORGANIZATION] jail, homeless man, [USER] reports: [URL] (via [USER])",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
baltimore,[USER] DELTA BY PERSON0 NORTH TREATED A HOMELESS MOTHER AND CHILD INHUMANLY BY PUTTING HER OUT AFTER QUESTIONING WHAT HAPPENED TO HER CHILDS MISSING ANDRIOD TABLET PUTTING THEM OUT IN THE COLD. PLEASE SPEND UR MONEY ELSEWHERE. [ORGANIZATION] TO HOUSE FIRE,0,0,3,1,2,0,2,0,2,2,0,0,0,0,0,0
baltimore,"Happy Holidays from [ORGANIZATION]! We’re grateful for the support of our community, partners, and volunteers who help us provide hope and healing for homeless veterans. Wishing you DATE0! #HappyHolidays #Gratitude #[PERSON] [URL]",0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0
baltimore,PERSON0 Marylanders: [ORGANIZATION] woman known for feeding the homeless has [STREET] named in her honor.  [URL],0,0,3,0,1,1,0,0,0,2,0,1,0,0,0,0
baltimore,"[PERSON] to all kuddam who on [ORGANIZATION] helped prepare food for the homeless and needy to be distributed in [LOCATION], [ORGANIZATION].
[USER] [URL]",0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0
baltimore,[USER] I live in [ORGANIZATION] and fellow veteran [ORGANIZATION] is a blessing since [DATE] he opened he had a pay it forward for homeless and also closes his business to serve meals to the less fortunate  God is good and karma is real,0,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0
baltimore,"[ORGANIZATION] was replying to the fact that homelessness increased 18%.

Is that economic progress? Oh wait, it's called being a sneering liberal",0,3,3,0,3,0,0,2,1,0,0,0,0,0,0,0
baltimore,"[USER] Why are blue cities so unsafe and full of homelessness? I would take a red city [ORGANIZATION] - don’t have to worry about stepping in shit, get shot or car jacked.  [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON]…",1,2,2,1,3,0,0,2,1,0,0,0,1,2,0,1
baltimore,"[USER] spent time with [USER] and
[USER] to discuss [ORGANIZATION]’s historic non-contiguous [ORGANIZATION] district and bonds that will create affordable housing across [PERSON]. For the full article click here: [PERSON] 
[USER] #bmorefinance [URL]",0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0
baltimore,"thank god for [ORGANIZATION] [ORGANIZATION] [USER] 
[URL]",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
baltimore,"📢The current [ORGANIZATION] shelter declaration has been extended to [LOCATION], at [TIME].

Please continue to call [ORGANIZATION] at [PHONE] to get connected to shelter for the night.

Visit 🔗[URL] for more information. [URL]",0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0
baltimore,Gonna start my own [ORGANIZATION] squid games with the homeless people,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0
baltimore,"[ORGANIZATION], is a deadly [STREET] to be!

High crime and murder rates…

Encountered a homeless war veteran in a wheelchair, out in the lightning, [ORGANIZATION]!

Gave him a few dollars to get out of the rain and go get a cup of coffee.

No one in [ORGANIZATION] cared about him! [URL]",0,0,3,2,3,1,0,0,1,1,3,0,0,0,0,0
baltimore,"[USER] [USER] Ds haven been destroying beautiful, [ORGANIZATION] cities for [ORGANIZATION], no one remembers or stops it, they just repeat it. Riots destroyed [PERSON], [ORGANIZATION], [PERSON], GPE4 etc. Ds keep whipping up discontent, steal all the money, people who can, leave, broke city left with poor and homeless",0,0,3,1,2,0,1,2,1,0,0,0,0,1,0,0
baltimore,"DATE0

Please [ORGANIZATION] share from:

[ORGANIZATION]
[ORGANIZATION], [PERSON]  [DATE]

[PHONE]

This sweet 62 pound pup brings a unique set of preferences and quirks, with a heart full of love waiting to be shared. She's DATE1, healthy, and up to [URL]",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
baltimore,PERSON0 You buy 100 pies from the guy in [ORGANIZATION] and give to homeless,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0
baltimore,"[USER] There's places here that u need a car and there's not even side walks.  [ORGANIZATION] public transport crowd wasn't the best, including homeless addicts trying to sell you stolen candy . One time I stopped someone from stabbing someone",0,0,3,1,1,0,0,0,0,0,3,0,1,2,0,0
baltimore,"[ORGANIZATION] Is it about the richest country? 
Have you asked [PERSON], and governors of [ORGANIZATION], [PERSON], GPE2 and other Democrat run cities what did they do with the founding of over 24 billion for homeless? While they got the money, the rate have doubled. 
Giving tax cut brings more business",0,3,3,0,1,0,3,1,1,2,0,0,0,0,0,0
baltimore,[ORGANIZATION] lays out strategy to tackle vacant housing crisis  [URL] [USER] [USER] [USER],0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0
baltimore,"telling people in [ORGANIZATION] how much i love living in [PERSON] has been met with condescending ""how's that going for you"" mixed with change the topic and now we're talking about the homeless.",0,2,2,2,3,1,0,0,1,0,0,0,0,0,0,0
baltimore,"[ORGANIZATION] , Just Go To GPE0 Or GPE1 You’ll See Addicts And Homelessness In Surplus",0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0
baltimore,"Top 10 States Collapsing Fastest in [ORGANIZATION] to [ORGANIZATION], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, [PERSON], [PERSON]T",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
baltimore,"[ORGANIZATION] needs volunteers for the DATE0 Point-in-Time ([ORGANIZATION]) Count of sheltered and unsheltered people experiencing homelessness on [LOCATION]; DATE2 from [TIME].

Learn more and sign up to volunteer ⬇ [URL] [ORGANIZATION]",0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
baltimore,[USER] [USER] [USER] How much interest on the debt does the [ORGANIZATION] taxpayer pay [ORGANIZATION] instead of using this money to help the homeless in [PERSON]?,2,1,1,0,2,0,2,2,2,1,0,0,0,0,0,0
baltimore,"[USER] 

[ORGANIZATION], I've kept track of your activities since the [ORGANIZATION] clean-up.

I was so impressed &amp; grateful with how you spoke in [PERSON] to the critical homeless.

We can now afford 
A REGULAR RECURRING AMOUNT TO 
EARLY VOTE ACTION.

Let's Go!
[USER] [URL]",0,0,3,0,3,1,1,0,0,2,0,0,0,0,0,0
baltimore,"[URL]
[DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON]
DATE0
DATE1
DATE2, to overcome
[ORGANIZATION]. 
A lady that genuinely cares about people. 
[DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON]",0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
baltimore,"It’s DATE0. Homelessness can affect anyone, but [ORGANIZATION] communities and adults without children are disproportionately impacted. Learn more and find [ORGANIZATION] resources 🔗 [URL] [URL]",0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0
baltimore,.[USER] [ORGANIZATION] #AffordableHousing #Housing #Rent #Mortgage #Home #Apartment #[PERSON] #MDcounties [URL] [URL],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baltimore,"""We're all in to change—and improve—the housing paradigm in [ORGANIZATION].

FAC0, replacing FAC1, will provide 122 much-needed, high quality and affordable units to working families.""- [ORGANIZATION] Executive
[URL]",0,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0
baltimore,"Hundreds of youth and young adults in [ORGANIZATION] face the harsh reality of homelessness, writes [ORGANIZATION], and a significant number of them identify as LGBTQ+. [LOCATION]",0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0
baltimore,"[USER] [USER] Funny you think or imply whites kill homeless for sport, just look at black on black crime in [ORGANIZATION], [PERSON], [ORGANIZATION], etc. wake up racist.",0,0,3,0,1,2,0,0,1,0,0,0,0,1,0,3
baltimore,&amp; [ORGANIZATION] shared their amazing work in a mixed-income affordable housing development; &amp; ORG1 provided a tour of a six-acre [INSTITUTION] highlighting the neighborhood’s revitalization and greening efforts.,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0
baltimore,"Homeless advocates push for improved procedures in [ORGANIZATION] shelters and hotels, aiming to tackle homelessness effectively. [ORGANIZATION]",0,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0
baltimore,[USER] [USER] I lived in [ORGANIZATION] as a child. We moved because of crime and drugs. I lived in [ORGANIZATION] for a short time as an adult. We moved because of crime and homelessness. It's close to a lost cause.,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0
baltimore,The crisis of LGBTQ+ homelessness in [ORGANIZATION] | GUEST COMMENTARY [URL],0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
baltimore,"[USER] The major risk in [ORGANIZATION] is arson squatter takeover if you ever materially leave your property. 

I would only buy in [ORGANIZATION] if I'm going to sleep in my property [TIME] for [ORGANIZATION]. 

I really like the [ORGANIZATION] area but I've seen burnt outs.",0,0,3,1,3,0,0,0,0,0,0,0,1,1,0,1
baltimore,"[ORGANIZATION] Mayor [PERSON] says it has been a [ORGANIZATION]-long effort to bring life into the 13,000 vacant properties in the city, and the nearly $51 million in state funding is a tremendous boost. 

 [URL]",0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,0
baltimore,"[USER] [USER] Thats not a picture from [ORGANIZATION] dummy.

[URL]",0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
baltimore,"[ORGANIZATION] is activated &amp; several [PERSON] ([ORGANIZATION]) providers are operating as warming centers. For more information visit🔗[LOCATION]

☎ To get connected to [TIME] emergency shelter, please call ORG2 at [PHONE]. [LOCATION]",0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
baltimore,This episode of #[PERSON] is about the daughter/father that killed the wife in [ORGANIZATION] and tried to say a panhandler did it,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0
baltimore,[USER] I can look at a [STREET] like [ORGANIZATION] or [PERSON] or GPE2 and know it has high crime and homeless rates without needing the data. The data is the cherry on top,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,1
baltimore,"HEARTBREAKING: A homeless family is pleading with [ORGANIZATION] to help them after a fire recently destroyed their apartment building.

The [ORGANIZATION] hasn’t been in school in [LOCATION]. 

[USER] [USER] 

[URL]",0,0,3,0,3,1,1,0,0,1,0,1,0,0,0,0
baltimore,"[USER] [USER] As a person who went [ORGANIZATION] from drug use for [ORGANIZATION], homeless in [LOCATION] (5 [ORGANIZATION] sober now thank god), I dunno man. There’s a lot of things that could explain it that isn’t “the [ORGANIZATION] mind controlled him to shoot a rich ceo causing the entire country to talk about healthcare”",0,0,3,0,3,1,0,0,3,0,1,0,0,0,0,0
baltimore,"[ORGANIZATION] gifts $65 million to an affordable housing developer, ORG1 names new market leader and more [ORGANIZATION] business news to start [ORGANIZATION]. [URL]",0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0
baltimore,"There are numerous stories from [ORGANIZATION] that highlight humanity's capacity for good, including initiatives like bookmobiles for kids in [ORGANIZATION], free shoes for the homeless in [PERSON], and promising developments in affordable treatments for skin cancer
.[]([URL] [URL]",0,0,3,0,2,0,1,0,1,2,0,1,0,0,0,0
baltimore,"PERSON0: [ORGANIZATION] purchased [ORGANIZATION] located at [ADDRESS]; ORG1 located at [[ORGANIZATION]; [ADDRESS], for unhoused [ORGANIZATION]; illegal immigrants. 

$15.2 Million for [ORGANIZATION]; $3.2 Million for the management agreement. [URL]",0,0,3,0,0,0,3,0,0,1,0,0,0,1,0,1
baltimore,[ORGANIZATION] Gov. [PERSON] announced a $50.8 million effort to create more affordable housing and rehabilitate vacant buildings in [PERSON] through [ORGANIZATION]. [URL],0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0
baltimore,[USER] Pope [PERSON]: many of us in [ORGANIZATION] are church homeless and joyless. We will not be celebrating [ORGANIZATION] in the church we chose and have supported. We need new leadership in the [ORGANIZATION] now and we demand that you rescind the decree to close FAC0 and…,0,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0
el paso,"[ORGANIZATION] of #Homeownership in #[PERSON]? 🌟
💸 Find affordable #homes even if your credit isn’t perfect! Our guide to cheap houses 
for sale in [ORGANIZATION] will help you take the first step to owning your dream home.
[URL]
#CheapHouses #[ORGANIZATION]  #Housing [URL]",0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0
el paso,"[ORGANIZATION] [URL]
[ORGANIZATION] is a new rental housing community on the [LOCATION] side, off FAC0 and FAC1. [URL]",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
el paso,"[USER] Creative Kids in [ORGANIZATION], [PERSON] is a non-profit creative youth development agency that works with kids battling cancer, homeless youth, migrant youth and kids who were in the [ORGANIZATION] mass shooting  using the power of the arts to heal and thrive.

Instagram - [USER].olo",0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0
el paso,"Tiny home communities in [ORGANIZATION] could be a game changer. 

Affordable housing, communal spaces, investing in working families, public transportation, and ending the housing crisis is something our new council should prioritize.",0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0
el paso,[USER] They did a study in [ORGANIZATION]; watched one homeless person with a cardboard sign at anintersection [ORGANIZATION]. They counted # of times person received paper $. Assuming $1 each time made $250./day. 8hr that’s $31.25 per hour. Cash/tax free. $60k per year holding sign [LOCATION]. 🇺[PERSON],0,0,3,1,1,0,3,0,1,0,0,1,0,1,0,0
el paso,"[ORGANIZATION] needs to focus on affordable housing. 

I recommend they transition some of the newly closed schools, empty warehouses/ buildings, and empty city properties into affordable housing projects. 

Side note: We didn’t open warming centers [ORGANIZATION] [URL]",0,1,2,0,3,0,0,2,0,3,0,0,0,0,0,0
el paso,"This impressive piece of FAC0 is the work of local artist PERSON0. He says it's made out of a million pieces of glass. 
[URL]",0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
el paso,"Homeless man stabs [ORGANIZATION] guard over chicken wings, says jail is worth a meal [URL]",0,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0
el paso,"The burglary suspect who allegedly stabbed an [ORGANIZATION] guard in [LOCATION], says this is what he has to do to eat. [URL]",0,0,3,0,0,1,0,0,1,0,0,1,0,1,1,0
el paso,City officials said they are having difficulty addressing a homeless encampment in central [ORGANIZATION]. [ORGANIZATION],0,0,3,0,0,1,0,0,0,1,0,0,2,0,0,0
el paso,"[ORGANIZATION] sues [ORGANIZATION] church that provides homeless services

PERSON1  [URL]",0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0
el paso,"[USER] [USER] [USER] Have you seen the homeless in [ORGANIZATION] , [PERSON] , [ORGANIZATION], [PERSON], [PERSON] , [PERSON] , [ORGANIZATION] homelessness is rampant in GPE7 .",1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0
el paso,"A win for my office, and one we've been working on for [ORGANIZATION]! Reducing crime and recidivism isn't just attained by policing and jailing individuals. I'm proud to lead the [STREET] in dedicating more resources to social services that truly help people.

[ORGANIZATION]",0,0,3,0,3,0,2,1,1,3,0,0,0,0,0,0
el paso,A church in central [ORGANIZATION] brought [ORGANIZATION] cheer to the community in need. [URL],0,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0
el paso,"Homeless encampments are appearing across [ORGANIZATION], emerging in downtown, central, and east parts of town. [URL]",0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0
el paso,"Homeless camp in [ORGANIZATION] causing concern for nearby residents
[URL]",0,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0
el paso,[ORGANIZATION] unveiled the new mural created by local artist PERSON0. [URL],0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
el paso,"ORG0 on FAC0 gave out over 100 free meals at [ORGANIZATION], a local nonprofit aiding those experiencing homelessness. [URL]",0,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0
el paso,"[ORGANIZATION] -- GPE0 Police: A [ORGANIZATION] homeless man died after he was struck by a vehicle DATE1 evening, [ORGANIZATION], in [LOCATION].
[URL]",0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
el paso,"Our [ORGANIZATION] team and their families spent DATE0 delivering turkeys and all the trimmings to two local convents, helping them serve the homeless community. 

Additionally, they hand-delivered [LOCATION] meal baskets to eight families in need! 🦃🍽️ #SEFL #LTL #trucking [URL]",0,0,3,1,1,0,1,0,0,2,0,1,0,0,0,0
el paso,"[ORGANIZATION] has announced a $100,000 funding award to ORG1 in [ORGANIZATION]",0,0,3,0,0,0,3,0,0,1,0,1,0,0,0,0
el paso,"PERSON0 IS WORTH A MEAL' 🚔 [URL]
The burglary suspect who allegedly stabbed an [ORGANIZATION] guard in [LOCATION], says this is what he has to do to eat. [URL]",0,0,3,0,0,1,0,0,1,0,0,2,0,1,1,0
el paso,"Notice how they call the [ORGANIZATION] homeless now. Trying to make them sound less criminal. Mainstream media doing what they always do, help the criminal!
[URL]",0,0,3,2,2,0,0,0,1,0,0,3,0,2,0,1
el paso,"SFC PERSON0 of [ORGANIZATION], was honored by Rep. [PERSON]amp; [ORGANIZATION] for her community impact; housing 11 homeless vets, helping 9 secure jobs, &amp; supporting at-risk youth. A true example of selfless service!

[URL] [URL]",0,0,3,0,3,1,1,0,0,3,0,1,0,0,0,0
el paso,"[USER]
[URL]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el paso,[ORGANIZATION] how i sent my mom a [ORGANIZATION] edit including the [ORGANIZATION] move scene with the message “the horrors of the affordable [PERSON] housing market” bc growing up so many ppl moved away to [PERSON],0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0
el paso,"[USER] [USER] [USER] [USER] [USER] I remember back in [ORGANIZATION], a guy I was working with told a homeless man that he would help him get a job and temporary housing at the [ORGANIZATION] after he asked for food.
The homeless mon had a fit about it",0,0,3,1,1,1,1,0,0,1,2,0,0,1,0,0
el paso,"A [ORGANIZATION] homeless man died after he was struck by a vehicle DATE1 evening, [ORGANIZATION], in [ORGANIZATION], according to [PERSON]. [URL]",0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
el paso,"[USER] [USER] No [STREET] that’s downtown [ORGANIZATION], where are all the homeless people. 🤷🏽‍♂️",0,1,2,0,3,0,0,0,0,0,0,0,2,1,0,0
el paso,A new mural of [ORGANIZATION] was unveiled at the [ORGANIZATION] ([ORGANIZATION]) newest affordable housing development in central [ORGANIZATION] on [ORGANIZATION]. [URL],0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
el paso,[USER] Anywhere you aren't homeless lol with these prices damn,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0
el paso,"[USER] [USER] [USER] “I really hate seeing the [STREET] homelessness affects people in [ORGANIZATION].”

“Well, you can’t be upset about that unless you’re just as upset about homelessness in [PERSON].”

“Uhh… okay, dude.”",0,0,2,1,2,3,0,0,2,0,0,0,0,0,1,0
el paso,"This #[DATE], we’re highlighting [ORGANIZATION] recent move to invest [ORGANIZATION] funds to support former inmates.

“It's really going to have an impactful, meaningful change in people's lives.” – [USER]

Obligate your [ORGANIZATION] funds by [ORGANIZATION]!
[URL]",0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,0
el paso,"I am willing to go to jail as long as I eat, the suspect told police.  [URL]",0,0,3,0,1,1,0,0,0,1,0,1,0,1,0,0
el paso,"[USER] That’s $190,000 per homeless person. 

You could buy them a house.

Cities where the median home price is close to or under $200k:

[ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE7
GPE8, [PERSON], GPE10",0,0,3,0,1,0,3,1,1,1,0,0,0,0,0,0
el paso,[ORGANIZATION] to hold candle-lighting ceremony in honor of ...  via [ORGANIZATION] [URL],0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
el paso,"#[PERSON] awarded $100,000 to [PERSON] (ORG3) to enhance employment and education-related skills for [DATE] and migrant farmworkers. The award was part of a $300,000 discretionary fund award under the CSBG Program. [PERSON]",0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0
baltimore,"Did your Black flunky mayor get the🐀[ORGANIZATION]'s memo 2 stick it 2 Rump instead of serving you by refusing 2 deport migrants + give them Black taxpayers'💰 4 shelter+food while Black citizens go homeless? [ORGANIZATION] mayors did.

 Charity starts at 🏠.

[URL]",0,3,2,0,3,0,2,3,0,0,0,0,0,3,2,3
scranton,"PERSON0 Instead of peacocking on social media for your next job, how about you concentrate  on the gaggles of homeless people in [ORGANIZATION]?",0,3,2,0,3,0,0,0,3,2,0,0,0,2,0,0
scranton,[USER] Just what [ORGANIZATION] needs...another beggar.,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,0
fayetteville,"[ORGANIZATION] area in [ORGANIZATION] is facing a housing crisis. 40% of people in this area live in poverty, and the city lacks 20,000 affordable housing units. Initiatives like [ORGANIZATION] to fix old housing, but progress depends on securing funding. [URL]",0,0,3,0,0,0,2,1,1,2,0,1,0,0,0,0
